City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
133595,Gerāsh,IR,27.6652,54.1371,71.74,21,57,1.03
3584003,Puerto El Triunfo,SV,13.2833,-88.55,80.62,75,0,4.41
3443061,Chui,UY,-33.6971,-53.4616,64.78,65,4,12.3
2929671,Erftstadt,DE,50.8167,6.7667,44.89,91,59,5.03
455898,Salaspils,LV,56.8601,24.3654,42.67,97,96,3.31
97572,Marivan,IR,35.5219,46.176,58.44,62,66,3.89
1714733,Dingle,PH,10.9995,122.6711,88.57,64,92,11.9
2018553,Ol'ga,RU,43.7444,135.2892,59.9,34,0,11.79
2194098,Ahipara,NZ,-35.1667,173.1667,64.22,70,97,11.25
107304,Buraidah,SA,26.326,43.975,64.85,54,33,17.9
2122090,Pevek,RU,69.7008,170.3133,16.2,89,73,1.01
2288105,Grand-Lahou,CI,5.1367,-5.0242,77.14,81,100,4.25
4033557,Tautira,PF,-17.7333,-149.15,81.19,69,12,5.39
2136825,Isangel,VU,-19.55,169.2667,78.58,66,100,17.18
5830007,Lander,US,42.833,-108.7307,36.59,70,100,6.91
89113,Ajdabiya,LY,30.7554,20.2263,64.87,52,22,9.46
1795565,Shenzhen,CN,22.5455,114.0683,85.53,67,15,11.34
2012530,Zhigansk,RU,66.7697,123.3711,21.15,81,95,8.21
3473183,Açucena,BR,-19.0731,-42.5464,68.52,94,7,2.46
86049,Jalu,LY,29.0331,21.5482,67.17,43,2,7.14
2312895,Mbandaka,CD,0.0487,18.2603,70.99,88,92,2.13
154915,Maneromango,TZ,-7.1988,38.7848,70.05,96,100,1.03
5914132,Campbell River,CA,50.0163,-125.2446,46.9,87,100,4.61
3449747,Santa Vitória do Palmar,BR,-33.5189,-53.3681,64.99,66,1,12.97
1246294,Galle,LK,6.0367,80.217,85.17,68,80,2.89
4235193,Carbondale,US,37.7273,-89.2168,66.9,92,100,6.91
2409914,Bonthe,SL,7.5264,-12.505,77.23,80,100,3.31
3421982,Maniitsoq,GL,65.4167,-52.9,24.78,88,89,5.77
1492566,Severo-Yeniseyskiy,RU,60.3725,93.0408,27.25,74,100,7.72
4469160,Greenville,US,35.6127,-77.3663,67.46,67,0,8.05
212360,Kongolo,CD,-5.3833,27.0,68.94,97,83,1.1
5746545,Portland,US,45.5234,-122.6762,58.33,55,0,4.61
2015852,Svetlaya,RU,46.5389,138.3297,48.15,45,100,10.25
464891,Zapadnaya Dvina,RU,56.259,32.0745,42.85,95,100,7.23
3466980,Caravelas,BR,-17.7125,-39.2481,74.53,92,1,2.37
1524243,Georgiyevka,KZ,43.0369,74.7114,51.84,71,75,13.42
2094144,Kerema,PG,-7.9631,145.7785,84.29,72,57,8.01
3985710,Cabo San Lucas,MX,22.8909,-109.9124,72.99,51,0,1.99
5044290,Saint Anthony,US,45.0205,-93.218,37.62,71,100,18.41
3447779,Serra,BR,-20.1286,-40.3078,78.26,83,75,13.8
2063042,Port Hedland,AU,-20.3167,118.5667,93.25,17,94,14.97
2126710,Beringovskiy,RU,63.05,179.3167,29.62,77,100,14.07
3698359,Chicama,PE,-7.8447,-79.1469,59.54,83,85,6.22
3404558,Cabedelo,BR,-6.9811,-34.8339,75.87,84,50,8.68
1810845,Fuyang,CN,32.9,115.8167,71.11,92,100,4.72
1650527,Balikpapan,ID,-1.2675,116.8289,77.99,100,40,9.22
72181,Marzuq,YE,14.4,46.4667,73.08,42,50,5.86
3397763,Jacareacanga,BR,-6.2222,-57.7528,72.81,98,17,1.74
2098329,Daru,PG,-9.0763,143.2092,84.31,74,61,6.2
1582886,Kwang Binh,VN,17.4833,106.6,89.78,61,3,6.53
2033413,Yichun,CN,47.7,128.9,56.79,28,100,4.16
585400,Naftalan,AZ,40.5067,46.825,58.3,60,100,1.57
1515029,Ulaangom,MN,49.9811,92.0667,37.53,27,3,7.85
2450173,Taoudenni,ML,22.6783,-3.9836,73.71,30,0,8.99
3589780,San Martín Jilotepeque,GT,14.7878,-90.7925,58.15,90,73,0.36
484670,Taman',RU,45.2117,36.7161,53.26,78,81,6.15
3016097,Gien,FR,47.6933,2.6309,51.55,97,87,7.38
1497142,Novobiryusinskiy,RU,56.9578,97.7076,34.45,73,100,9.22
1142226,Dawlatabad,AF,36.4141,64.9053,75.74,41,1,5.82
2303611,Esim,GH,4.8699,-2.2405,76.77,82,100,2.98
3074764,Hrušovany nad Jevišovkou,CZ,48.8299,16.4027,49.44,100,100,1.99
3451138,Rio Grande,BR,-32.035,-52.0986,63.95,91,0,17.31
155016,Malinyi,TZ,-8.9333,36.1333,70.41,98,100,0.87
777019,Vardø,NO,70.3705,31.1107,34.29,88,100,5.82
3614835,Barra Patuca,HN,15.8,-84.2833,76.71,85,3,9.42
2059470,Victor Harbor,AU,-35.5667,138.6167,66.99,71,100,9.86
3405215,Bonfim,BR,3.0833,-59.95,79.83,72,80,4.79
2214432,Nālūt,LY,30.3333,10.85,67.48,13,87,14.12
2512186,Puerto del Rosario,ES,28.5004,-13.8627,58.75,72,0,5.75
2210554,Sirte,LY,31.2089,16.5887,60.37,77,100,11.3
3696183,Iquitos,PE,-3.7481,-73.2472,75.24,100,75,1.14
2720679,Bollnäs,SE,61.3482,16.3946,35.85,72,66,3.13
5392967,Santa Barbara,US,34.7333,-120.0343,50.36,82,0,3.44
2239862,Malanje,AO,-9.5402,16.341,61.57,93,99,1.03
4036284,Alofi,NU,-19.0595,-169.9187,82.29,78,40,6.91
925789,Mulanje,MW,-16.0316,35.5,64.96,97,7,2.75
1490256,Talnakh,RU,69.4865,88.3972,1.2,92,89,4.72
158904,Itigi,TZ,-5.7,34.4833,60.85,98,84,3.67
6301965,Palmerston,AU,-12.486,130.9833,93.07,49,40,6.91
111822,Yazd,IR,31.8972,54.3675,77.11,19,20,0.0
1337619,Ugoofaaru,MV,5.6667,73.0,84.67,71,31,6.53
2454934,Kolondiéba,ML,11.0882,-6.8926,84.42,16,80,1.99
3468031,Camaçari,BR,-12.6975,-38.3242,83.97,87,2,4.65
57000,Hobyo,SO,5.3505,48.5268,84.07,67,12,10.51
1626542,Sorong,ID,-0.8833,131.25,84.72,71,30,6.85
110690,Faya,SA,18.3851,42.4509,63.12,44,2,4.68
3466594,Cavalcante,BR,-13.7975,-47.4583,70.57,63,72,3.62
1264976,Leh,IN,34.1667,77.5833,42.75,36,37,2.95
1502073,Krasnosel'kup,RU,65.7,82.4667,10.33,80,98,1.97
1806041,Jiaocheng,CN,24.6774,116.1389,88.72,51,44,8.61
3465329,Coruripe,BR,-10.1256,-36.1756,76.69,77,6,6.82
2012938,Yerofey Pavlovich,RU,53.9667,121.9667,42.15,42,99,4.63
1262497,Mundra,IN,22.85,69.7333,86.68,49,0,13.4
4736096,Texarkana,US,33.4251,-94.0477,74.84,67,0,11.5
1512019,Aksarka,RU,66.5606,67.7975,17.78,91,94,5.08
3466165,Cidreira,BR,-30.1811,-50.2056,67.82,90,0,18.79
484907,Taganrog,RU,47.2362,38.8969,54.95,83,9,4.25
287286,Ruwi,OM,23.5996,58.5507,96.49,38,1,3.62
3405304,Bom Jesus,BR,-9.0744,-44.3586,72.48,64,98,1.03
368246,Raja,SS,8.4596,25.678,76.28,72,100,7.78
2090021,Namatanai,PG,-3.6667,152.4333,85.77,64,61,5.23
494304,Shipitsyno,RU,61.2806,46.5208,35.91,81,100,1.72
2158767,Mareeba,AU,-17.0,145.4333,73.35,96,100,3.87
343300,Asmara,ER,15.3333,38.9333,62.24,47,3,2.21
544084,Koslan,RU,63.4564,48.8989,32.77,76,51,3.49
3386213,Touros,BR,-5.1989,-35.4608,75.47,92,100,8.93
133964,Garmsār,IR,35.2182,52.3409,80.06,16,100,7.56
3420846,Qaqortoq,GL,60.7167,-46.0333,34.39,92,100,3.09
576093,Blagoyevo,RU,63.3667,47.9167,33.06,81,78,0.54
5983607,Inuvik,CA,68.3499,-133.7218,40.06,52,20,9.22
3714000,Boca de Parita,PA,8.0167,-80.45,78.58,82,29,6.08
2016910,Severobaykal'sk,RU,55.65,109.3167,31.78,57,96,4.79
3388847,São Félix do Xingu,BR,-6.6447,-51.995,71.26,99,100,1.7
2019935,Mnogovershinnyy,RU,53.9353,139.9242,27.36,91,100,4.72
2255304,Sémbé,CG,1.6481,14.5806,70.81,96,100,2.24
1633419,Padang,ID,-0.9492,100.3543,82.45,80,100,5.66
3893726,Constitución,CL,-35.3333,-72.4167,54.5,87,97,2.64
5595320,Hayden,US,47.766,-116.7866,47.82,61,0,6.91
3393838,Nova Olinda do Norte,BR,-3.8881,-59.0942,73.99,99,47,2.77
3939761,Hualmay,PE,-11.0964,-77.6139,66.94,87,59,9.17
1516048,Khovd,MN,48.0056,91.6419,31.57,27,74,4.07
1067565,Beloha,MG,-25.1667,45.05,70.29,69,83,6.64
1263965,Manamadurai,IN,9.7,78.4833,92.1,58,32,4.41
4220862,Saint Simons,US,31.1352,-81.3901,68.4,85,0,6.91
1257928,Sabalgarh,IN,26.25,77.4,98.04,10,0,6.53
610864,Khani,GE,41.9563,42.9566,45.97,63,0,2.39
2068110,Kununurra,AU,-15.7667,128.7333,94.98,29,34,10.36
1789945,Xiaoweizhai,CN,26.1903,107.5125,74.1,82,88,4.23
3450376,Santa Cecília,BR,-26.9608,-50.4269,52.11,99,8,3.33
2693759,Ludvika,SE,60.1496,15.1878,26.4,72,0,2.35
633221,Uusikaupunki,FI,60.8004,21.4084,35.96,85,4,5.06
3939168,Huarmey,PE,-10.0681,-78.1522,67.98,86,90,10.42
1253237,Verāval,IN,20.9,70.3667,89.64,40,0,14.56
3816362,Benemérito de las Américas,MX,16.5167,-90.6439,73.36,90,51,2.91
2127282,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,32.27,88,83,9.44
2181625,Te Anau,NZ,-45.4167,167.7167,58.84,61,83,3.83
535839,Leshukonskoye,RU,64.8989,45.7622,34.2,84,88,4.23
1687894,Santa Rosa,PH,14.3122,121.1114,89.58,67,97,13.15
1272864,Dhārchula,IN,29.85,80.5333,83.32,16,0,6.24
553766,Kamenka,RU,51.3223,42.7678,52.57,78,100,10.89
2021031,Kyren,RU,51.6828,102.1408,32.05,39,96,1.9
2062276,Roebourne,AU,-20.7833,117.1333,88.36,31,83,8.1
3359638,Walvis Bay,NA,-22.9575,14.5053,49.15,87,0,2.3
1674199,Yilan,TW,24.757,121.753,87.3,64,25,7.11
4391812,Independence,US,39.0911,-94.4155,54.14,46,0,16.11
2448083,Agadez,NE,19.75,10.25,82.58,11,2,8.79
6050066,La Ronge,CA,55.1001,-105.2842,34.05,34,0,11.5
5557293,Sitka,US,57.0531,-135.33,46.29,76,75,5.75
4231997,Avera,US,33.194,-82.5271,64.92,77,44,6.85
6148373,Sioux Lookout,CA,50.1001,-91.917,30.27,93,100,14.97
1496073,Orlik,RU,52.5178,99.825,20.34,46,72,9.22
5907990,Brantford,CA,43.1334,-80.2664,57.9,75,100,12.77
2057087,Kupang,ID,-10.1667,123.5833,86.49,54,100,6.85
3840092,Puerto Madryn,AR,-42.7692,-65.0385,54.9,33,17,32.57
1524325,Ekibastuz,KZ,51.6667,75.3667,40.42,33,53,12.48
5919850,Chapais,CA,49.7834,-74.8492,38.98,81,100,14.92
3984997,San Quintín,MX,30.4833,-115.95,62.26,70,0,3.6
172515,Abu Samrah,SY,35.3029,37.1841,69.01,39,0,8.37
176758,Kaputa,ZM,-8.4689,29.6619,67.3,91,100,2.86
286621,Salalah,OM,17.0151,54.0924,82.04,68,23,6.55
6144312,Sept-Îles,CA,50.2001,-66.3821,37.08,70,20,8.05
